symbol;available_exchanges;currency_base;currency_quote
MMXVI/USD;"[""Synthetic""]";MMXVI;US Dollar
MND/BTC;"[""YoBit""]";MindCoin;Bitcoin
MND/USD;"[""Synthetic""]";MindCoin;US Dollar
MNM/USD;"[""Synthetic""]";Mineum;US Dollar
MNTP/BTC;"[""YoBit""]";GoldMint;Bitcoin
MNTP/ETH;"[""Bancor Network"",""YoBit""]";GoldMint;Ethereum
MNTP/USD;"[""Synthetic"",""YoBit""]";GoldMint;US Dollar
MNX/USD;"[""Livecoin""]";MinexCoin;US Dollar
MOAC/ETH;"[""TOKOK""]";MOAC;Ethereum
MOAC/USD;"[""Coinbene""]";MOAC;US Dollar
MOBI/USD;"[""Gate.io""]";Mobius;US Dollar
MOIN/BTC;"[""Livecoin""]";Moin;Bitcoin
MOIN/USD;"[""Synthetic""]";Moin;US Dollar
MOJO/BTC;"[""YoBit""]";MojoCoin;Bitcoin
MOJO/USD;"[""Synthetic""]";MojoCoin;US Dollar
MONA/BTC;"[""Bitbank"",""Bittrex"",""Upbit"",""Zaif""]";MonaCoin;Bitcoin
MONA/JPY;"[""Bitbank"",""Zaif""]";MonaCoin;Japanese Yen
MONA/USD;"[""Synthetic""]";MonaCoin;US Dollar
MONETA/BTC;"[""YoBit""]";Moneta;Bitcoin
MONETA/USD;"[""Synthetic""]";Moneta;US Dollar
MONEY/USD;"[""Synthetic""]";MoneyCoin;US Dollar
MONK/BTC;"[""Crex24""]";Monkey Project;Bitcoin
MONK/USD;"[""Synthetic""]";Monkey Project;US Dollar
MOTO/BTC;"[""YoBit""]";Motocoin;Bitcoin
MOTO/USD;"[""Synthetic""]";Motocoin;US Dollar
MRJA/USD;"[""Synthetic""]";GanjaCoin;US Dollar
MRT/USD;"[""Synthetic""]";Miners Reward Token;US Dollar
MRT/WAVES;"[""Waves Decentralized Exchange""]";Miners' Reward Token;Waves
MSP/USD;"[""Synthetic""]";Mothership;US Dollar
MST/BTC;"[""YoBit""]";MustangCoin;Bitcoin
MST/USD;"[""Synthetic""]";MustangCoin;US Dollar
MTC/BTC;"[""Kucoin""]";doc.com Token;Bitcoin
MTC/ETH;"[""Kucoin"",""YoBit""]";doc.com Token;Ethereum
MTC/USD;"[""Synthetic""]";doc.com Token;US Dollar
MTH/BTC;"[""Binance"",""HitBTC"",""Mercatox""]";Monetha;Bitcoin
MTH/ETH;"[""Mercatox""]";Monetha;Ethereum
MTH/USD;"[""Synthetic""]";Monetha;US Dollar
MTL/BTC;"[""Binance"",""Bittrex"",""Exrates"",""Huobi""]";Metal;Bitcoin
MTL/ETH;"[""Binance"",""Exrates""]";Metal;Ethereum
MTL/KRW;"[""Bithumb"",""Upbit""]";Metal;Korean Won
MTLMC3/USD;"[""Synthetic""]";Metal Music Coin;US Dollar
MTL/USD;"[""Binance"",""Synthetic""]";Metal;US Dollar
MTN/BTC;"[""Huobi"",""Kucoin""]";Medicalchain;Bitcoin
MTNC/USD;"[""Synthetic""]";Masternodecoin;US Dollar
MTN/ETH;"[""Gate.io""]";Medicalchain;Ethereum
MTN/USD;"[""Gate.io"",""Synthetic""]";Medicalchain;US Dollar
MUE/BTC;"[""Bittrex"",""Upbit""]";MonetaryUnit;Bitcoin
MUE/USD;"[""Synthetic""]";MonetaryUnit;US Dollar
MUSIC/USD;"[""Synthetic""]";Musicoin;US Dollar
MVL/BTC;"[""Huobi Korea""]";MVL;Bitcoin
MVL/ETH;"[""Coinbene"",""Huobi Korea""]";MVL;Ethereum
MVL/KRW;"[""Huobi Korea""]";MVL;Korean Won
MVL/USD;"[""Synthetic""]";MVL;US Dollar
MWAT/BTC;"[""Kucoin""]";Restart Energy MWAT;Bitcoin
MWAT/ETH;"[""Kucoin""]";Restart Energy MWAT;Ethereum
MWAT/USD;"[""Synthetic""]";Restart Energy MWAT;US Dollar
MXM/ETH;"[""Coinbene""]";Maximine Coin;Ethereum
MXM/USD;"[""Coinbene""]";Maximine Coin;US Dollar
MXT/BTC;"[""Crex24""]";MarteXcoin;Bitcoin
MXT/USD;"[""Synthetic""]";MarteXcoin;US Dollar
MYB/BNT;"[""Bancor Network""]";MyBit Token;Bancor
MYB/USD;"[""Synthetic""]";MyBit Token;US Dollar
MYST/BTC;"[""HitBTC""]";Mysterium;Bitcoin
MYST/ETH;"[""HitBTC""]";Mysterium;Ethereum
MYST/USD;"[""Synthetic""]";Mysterium;US Dollar
NAMO/USD;"[""Synthetic""]";NamoCoin;US Dollar
NANJ/ETH;"[""Mercatox""]";NANJCOIN;Ethereum
NANJ/USD;"[""Synthetic""]";NANJCOIN;US Dollar
NANO/BTC;"[""Binance"",""Coinbene"",""Kraken"",""Mercatox"",""OKEx""]";Nano;Bitcoin
NANO/DOGE;"[""Mercatox""]";Nano;Dogecoin
NANO/ETH;"[""Binance"",""Huobi"",""Kraken"",""Mercatox"",""OKEx""]";Nano;Ethereum
NANO/EUR;"[""Kraken""]";Nano;Euro
NANO/USD;"[""Binance"",""Huobi"",""Kraken"",""Kucoin"",""OKEx""]";Nano;US Dollar
NANOX/BTC;"[""YoBit""]";Project-X;Bitcoin
NANOX/USD;"[""Synthetic""]";Project-X;US Dollar
NAS/BTC;"[""Binance"",""Gate.io"",""Huobi"",""OKEx""]";Nebulas;Bitcoin
NAS/ETH;"[""Binance"",""Huobi"",""OKEx""]";Nebulas;Ethereum
NAS/USD;"[""Gate.io"",""Huobi"",""OKEx""]";Nebulas;US Dollar
NAV/BTC;"[""Binance"",""Bittrex"",""Upbit""]";NAV Coin;Bitcoin
NAV/USD;"[""Synthetic""]";NavCoin;US Dollar
NBIT/USD;"[""Synthetic""]";netBit;US Dollar
NBR/BTC;"[""Crex24"",""TradeOgre""]";Niobio Cash;Bitcoin
NBR/USD;"[""Synthetic""]";Niobio Cash;US Dollar
NCASH/BTC;"[""Huobi""]";Nucleus Vision;Bitcoin
NCASH/ETH;"[""Binance""]";Nucleus Vision;Ethereum
NCASH/USD;"[""Synthetic""]";Nucleus Vision;US Dollar
NEAR/BTC;"[""Binance""]";NEAR Protocol;Bitcoin
NEAR/USD;"[""Binance"",""Huobi""]";NEAR Protocol;US Dollar
NEBL/BTC;"[""Binance"",""HitBTC"",""Kucoin""]";Neblio;Bitcoin
NEBL/ETH;"[""Binance"",""HitBTC""]";Neblio;Ethereum
NEBL/USD;"[""Synthetic""]";Neblio;US Dollar
NEC/USD;"[""Ethfinex""]";Nectar;US Dollar
NEO/AUD;"[""Synthetic""]";NEO;Australian Dollar
NEO/BNB;"[""Binance""]";NEO;Binance Coin
NEO/BTC;"[""OKEx""]";Neo;Bitcoin
NEO/BTC;"[""Bibox"",""Binance"",""Coinbene""]";NEO;Bitcoin
NEO/CAD;"[""Synthetic""]";NEO;Canadian Dollar
NEO/CNY;"[""Synthetic""]";NEO;Chinese Yuan
NEO/EOS;"[""HitBTC""]";NEO;EOS
NEO/ETH;"[""Bibox"",""Binance"",""BitMart""]";NEO;Ethereum
NEO/EUR;"[""Bitfinex"",""Synthetic""]";NEO;Euro
NEO/GBP;"[""Bitfinex""]";NEO;British Pound
NEOG/USD;"[""Synthetic""]";NEO GOLD;US Dollar
NEO/HKD;"[""Synthetic""]";NEO;Hong Kong Dollar
NEO/ILS;"[""Synthetic""]";NEO;Israeli Shekel
NEO/INR;"[""Bitbns"",""Synthetic""]";NEO;Indian Rupee
NEO/JPY;"[""Bitfinex""]";NEO;Japanese Yen
NEO/KCS;"[""Kucoin""]";NEO;KuCoin Shares
NEO/KRW;"[""Upbit""]";NEO;Korean Won
NEO/MXN;"[""Synthetic""]";NEO;Mexican Peso
NEO/MYR;"[""Synthetic""]";NEO;Malaysian Ringgit
NEO/PLN;"[""Synthetic""]";NEO;Polish Zloty
NEO/RUB;"[""Exmo"",""Synthetic""]";NEO;Russian Ruble
NEO/SAR;"[""Synthetic""]";NEO;Saudi Riyal
NEO/SEK;"[""Synthetic""]";NEO;Swedish Krona
NEOS/USD;"[""Synthetic""]";NeosCoin;US Dollar
NEO/THB;"[""Synthetic""]";NEO;Thai Baht
NEO/TRY;"[""Binance"",""BTCTurk""]";Neo;Turkish Lira
NEO/TRY;"[""Paribu"",""Synthetic""]";NEO;Turkish Lira
NEO/USD;"[""Binance"",""BitForex"",""Coinbene"",""OKEx""]";NEO;US Dollar
NEO/VND;"[""Synthetic""]";NEO;Vietnamese Dong
NEO/ZAR;"[""AltCoinTrader"",""Synthetic""]";NEO;South African Rand
NETKO/BTC;"[""YoBit""]";Netko;Bitcoin
NETKO/USD;"[""Synthetic""]";Netko;US Dollar
NET/USD;"[""Synthetic""]";NetCoin;US Dollar
NEU/BTC;"[""HitBTC""]";Neumark;Bitcoin
NEU/ETH;"[""HitBTC""]";Neumark;Ethereum
NEU/PLN;"[""BitBay""]";Neumark;Polish Zloty
NEU/USD;"[""HitBTC""]";Neumark;US Dollar
NEVA/BTC;"[""YoBit""]";NevaCoin;Bitcoin
NEVA/USD;"[""Synthetic""]";NevaCoin;US Dollar
NEWB/USD;"[""Synthetic""]";Newbium;US Dollar
NEXO/BTC;"[""HitBTC"",""Hotbit"",""Huobi"",""Mercatox""]";Nexo;Bitcoin
NEXO/ETH;"[""Hotbit"",""Huobi""]";Nexo;Ethereum
NEXO/USD;"[""Hotbit"",""Synthetic""]";Nexo;US Dollar
NEXO/XRP;"[""Bitrue""]";Nexo;XRP
NGC/BTC;"[""HitBTC""]";NAGA;Bitcoin
NGC/ETH;"[""HitBTC""]";NAGA;Ethereum
NGC/USD;"[""Synthetic""]";NAGA;US Dollar
NICASH/BTC;"[""LATOKEN""]";Nicash;Bitcoin
NICASH/ETH;"[""LATOKEN""]";Nicash;Ethereum
NICASH/USD;"[""Synthetic""]";Nicash;US Dollar
NIM/BTC;"[""BTC-Alpha"",""Hotbit""]";Nimiq;Bitcoin
NIM/ETH;"[""Hotbit""]";Nimiq;Ethereum
NIM/USD;"[""BTC-Alpha"",""Hotbit"",""Synthetic""]";Nimiq;US Dollar
NKA/USD;"[""Synthetic""]";IncaKoin;US Dollar
NKN/USD;"[""Binance"",""Gate.io""]";NKN;US Dollar
NLC2/BTC;"[""YoBit""]";NoLimitCoin;Bitcoin
NLC2/USD;"[""Synthetic""]";NoLimitCoin;US Dollar
NLG/BTC;"[""Bittrex"",""YoBit""]";Gulden;Bitcoin
NLG/USD;"[""Synthetic""]";Gulden;US Dollar
NMC/BTC;"[""YoBit""]";Namecoin;Bitcoin
NMC/USD;"[""Synthetic""]";Namecoin;US Dollar
NMR/BTC;"[""Bittrex"",""Poloniex"",""Upbit""]";Numeraire;Bitcoin
NMR/USD;"[""Synthetic""]";Numeraire;US Dollar
NMS/USD;"[""Synthetic""]";Numus;US Dollar
NOAH/ETH;"[""Mercatox""]";Noah Coin;Ethereum
NOAH/USD;"[""Synthetic""]";Noah Coin;US Dollar
NOBL/USD;"[""Synthetic""]";NobleCoin;US Dollar
NODC/USD;"[""Synthetic""]";NodeCoin;US Dollar
NOTE/BTC;"[""Mercatox""]";DNotes;Bitcoin
NOTE/ETH;"[""Mercatox""]";DNotes;Ethereum
NOTE/USD;"[""Synthetic""]";DNotes;US Dollar
NPW/USD;"[""HCoin""]";New Power Coin;US Dollar
NPXS/BTC;"[""Bittrex"",""Upbit""]";Pundi X;Bitcoin
NPXS/ETH;"[""Binance"",""Bitrue"",""Exrates"",""Hotbit""]";Pundi X;Ethereum
NPXS/ETH;"[""Bittrex""]";Pundi X[old];Ethereum
NPXS/KRW;"[""Bithumb"",""Upbit""]";Pundi X;Korean Won
NPXS/TRY;"[""Vebitcoin""]";Pundi X;Turkish Lira
NPXS/USD;"[""Binance"",""Bitrue"",""Bittrex"",""Coinbene"",""Synthetic""]";Pundi X;US Dollar
NPXS/XRP;"[""Bitrue""]";Pundi X;XRP
NRG/BTC;"[""Kucoin""]";Energi;Bitcoin
NRG/USD;"[""Synthetic""]";Energi;US Dollar
NRO/USD;"[""Synthetic""]";Neuro;US Dollar
NSD/BTC;"[""Crex24"",""Mercatox""]";Nasdacoin;Bitcoin
NSD/ETH;"[""Crex24"",""Mercatox""]";Nasdacoin;Ethereum
NSD/USD;"[""Synthetic""]";Nasdacoin;US Dollar
NTC/USD;"[""Synthetic""]";Natcoin;US Dollar
NTK/BTC;"[""YoBit""]";Neurotoken;Bitcoin
NTK/ETH;"[""HitBTC""]";Neurotoken;Ethereum
NTK/USD;"[""Synthetic""]";Neurotoken;US Dollar
NTO/USD;"[""Synthetic""]";Fujinto;US Dollar
NTRN/BTC;"[""Graviex""]";Neutron;Bitcoin
NTRN/USD;"[""Synthetic""]";Neutron;US Dollar
NTWK/USD;"[""Synthetic""]";Network Token;US Dollar
NULS/BTC;"[""Binance"",""Bit-Z"",""Kucoin"",""OKEx""]";Nuls;Bitcoin
NULS/ETH;"[""Binance"",""Kucoin"",""OKEx""]";Nuls;Ethereum
NULS/USD;"[""OKEx""]";Nuls;US Dollar
NULS/USD;"[""Binance""]";NULS;US Dollar
NVC/BTC;"[""YoBit""]";Novacoin;Bitcoin
NVC/USD;"[""Synthetic""]";Novacoin;US Dollar
NXC/USD;"[""Synthetic""]";Nexium;US Dollar
NXS/BTC;"[""Bittrex""]";Nexus;Bitcoin
NXS/USD;"[""Synthetic""]";Nexus;US Dollar
NXT/BTC;"[""Bittrex"",""COINEGG"",""HitBTC""]";Nxt;Bitcoin
NXT/ETH;"[""HitBTC""]";Nxt;Ethereum
NXT/USD;"[""HitBTC""]";Nxt;US Dollar
NYAN/USD;"[""Synthetic""]";Nyancoin;US Dollar
NYC/USD;"[""YoBit""]";NewYorkCoin;US Dollar
OAX/BTC;"[""Binance""]";OAX;Bitcoin
OAX/ETH;"[""Gate.io""]";OAX;Ethereum
OAX/USD;"[""Synthetic""]";OAX;US Dollar
OBITS/BTC;"[""Livecoin""]";OBITS;Bitcoin
OBITS/USD;"[""Synthetic""]";OBITS;US Dollar
OCEANp/BTC;"[""Binance""]";Ocean Protocol;Bitcoin
OCEANp/USD;"[""Binance""]";Ocean Protocol;US Dollar
OCN/BITCNY;"[""CoinTiger""]";Odyssey;bitCNY
OCN/BTC;"[""CoinTiger"",""Huobi""]";Odyssey;Bitcoin
OCN/ETH;"[""Huobi""]";Odyssey;Ethereum
OCN/USD;"[""Gate.io"",""Synthetic""]";Odyssey;US Dollar
OCOW/USD;"[""Synthetic""]";OCOW;US Dollar
OCT/USD;"[""Synthetic""]";OracleChain;US Dollar
ODE/USD;"[""Ethfinex""]";ODEM;US Dollar
ODN/USD;"[""Synthetic""]";Obsidian;US Dollar
OGN/BTC;"[""Binance""]";Origin Protocol;Bitcoin
OGN/USD;"[""Bilaxy"",""Binance"",""MXC""]";Origin Protocol;US Dollar
OKB/BTC;"[""OKEx""]";OKB;Bitcoin
OK/BTC;"[""Bittrex""]";OKCash;Bitcoin
OKB/USD;"[""OKEx""]";OKB;US Dollar
OK/USD;"[""Synthetic""]";OKCash;US Dollar
OLT/BTC;"[""Kucoin""]";OneLedger;Bitcoin
OLT/ETH;"[""IDEX""]";OneLedger;Ethereum
OLT/USD;"[""Synthetic""]";OneLedger;US Dollar
OMC/BTC;"[""YoBit""]";Omicron;Bitcoin
OMC/USD;"[""Synthetic""]";Omicron;US Dollar
OMG/AUD;"[""BTC Markets""]";OmiseGO;Australian Dollar
OMG/BTC;"[""Binance"",""Ethfinex"",""OKEx""]";OmiseGO;Bitcoin
OMG/ETH;"[""Binance"",""BitMart"",""Huobi"",""OKEx""]";OmiseGO;Ethereum
OMG/EUR;"[""Coinbase Pro"",""Kraken""]";OMG Network;Euro
OMG/INR;"[""Bitbns""]";OmiseGO;Indian Rupee
OMG/KRW;"[""Bithumb"",""Coinone"",""Upbit""]";OmiseGO;Korean Won
OMG/THB;"[""Bitkub""]";OmiseGO;Thai Baht
OMG/TRY;"[""Paribu""]";OMG Network;Turkish Lira
OMG/USD;"[""Binance"",""DragonEX"",""Huobi"",""ZB.COM""]";OmiseGO;US Dollar
OMNI/BTC;"[""Bitfinex""]";Omni;Bitcoin
OMNI/USD;"[""Bitfinex"",""Synthetic""]";Omni;US Dollar
ONE/BNB;"[""Binance""]";Harmony;Binance Coin
ONE/BTC;"[""Binance""]";Harmony;Bitcoin
ONE/USD;"[""Binance""]";Harmony;US Dollar
ONION/BTC;"[""STEX""]";DeepOnion;Bitcoin
ONION/USD;"[""Synthetic""]";DeepOnion;US Dollar
ONT/BNB;"[""Binance""]";Ontology;Binance Coin
ONT/BTC;"[""Bibox"",""Binance"",""Huobi"",""OKEx""]";Ontology;Bitcoin
ONT/ETH;"[""Bibox"",""Binance"",""HitBTC"",""Huobi""]";Ontology;Ethereum
ONT/TRY;"[""Paribu""]";Ontology;Turkish Lira
ONT/USD;"[""Bibox"",""Bit-Z"",""HitBTC"",""Huobi"",""MXC"",""OKEx"",""Synthetic""]";Ontology;US Dollar
ONX/USD;"[""Synthetic""]";Onix;US Dollar
OPAL/BTC;"[""YoBit""]";Opal;Bitcoin
OPAL/USD;"[""Synthetic""]";Opal;US Dollar
OP/BTC;"[""YoBit""]";Operand;Bitcoin
OPC/DOGE;"[""Trade Satoshi""]";OP Coin;Dogecoin
OPC/USD;"[""Synthetic""]";OP Coin;US Dollar
OPES/BTC;"[""YoBit""]";Opescoin;Bitcoin
OPES/USD;"[""Synthetic""]";Opescoin;US Dollar
OPQ/BTC;"[""Kucoin""]";Opacity;Bitcoin
OPQ/ETH;"[""Kucoin""]";Opacity;Ethereum
OPQ/USD;"[""Synthetic""]";Opacity;US Dollar
OPT/BTC;"[""HitBTC""]";Opus;Bitcoin
OPTI/BTC;"[""BTC-Alpha""]";OptiToken;Bitcoin
OPTI/USD;"[""Synthetic""]";OptiToken;US Dollar
OPT/USD;"[""Synthetic""]";Opus;US Dollar
OP/USD;"[""Synthetic""]";Operand;US Dollar
ORB/BTC;"[""FreiExchange""]";Orbitcoin;Bitcoin
ORB/USD;"[""Synthetic""]";Orbitcoin;US Dollar
ORLY/BTC;"[""YoBit""]";Orlycoin;Bitcoin
ORLY/USD;"[""Synthetic""]";Orlycoin;US Dollar
ORMEUS/BTC;"[""HitBTC""]";Ormeus Coin;Bitcoin
ORMEUS/USD;"[""Synthetic""]";Ormeus Coin;US Dollar
OS76/USD;"[""Synthetic""]";OsmiumCoin;US Dollar
OST/USD;"[""Gate.io""]";Simple Token;US Dollar
OTN/BTC;"[""YoBit""]";Open Trading Network;Bitcoin
OTN/USD;"[""Synthetic""]";Open Trading Network;US Dollar
OXT/BTC;"[""Kraken""]";Orchid;Bitcoin
OXT/EUR;"[""Kraken""]";Orchid;Euro
OXT/USD;"[""Coinbase Pro"",""Kraken"",""OKEx""]";Orchid;US Dollar
P7C/USD;"[""Synthetic""]";P7Coin;US Dollar
PAC/BTC;"[""Graviex""]";PAC Global;Bitcoin
PAC/DOGE;"[""Graviex""]";PAC Global;Dogecoin
PAC/LTC;"[""Graviex""]";PAC Global;Litecoin
PAC/USD;"[""Synthetic""]";PAC Global;US Dollar
PAIp/BTC;"[""Huobi"",""Huobi Korea"",""LBank""]";Project Pai;Bitcoin
PAIp/ETH;"[""Huobi""]";Project Pai;Ethereum
PAIp/USD;"[""Bitfinex"",""Huobi"",""Huobi Korea""]";Project Pai;US Dollar
PAK/BTC;"[""YoBit""]";Pakcoin;Bitcoin
PAK/USD;"[""YoBit""]";Pakcoin;US Dollar
PART/BTC;"[""Bittrex""]";Particl;Bitcoin
PART/USD;"[""Synthetic""]";Particl;US Dollar
PASC/BTC;"[""TOKOK""]";Pascal;Bitcoin
PASC/USD;"[""Synthetic""]";Pascal Coin;US Dollar
PASL/USD;"[""Synthetic""]";Pascal Lite;US Dollar
PAX/BTC;"[""OKEx"",""Upbit""]";Paxos Standard Token;Bitcoin
PAX/USD;"[""BitMart""]";Paxos Standard;US Dollar
PAX/USD;"[""Binance"",""Bit-Z"",""OKEx""]";Paxos Standard Token;US Dollar
PAX/XRP;"[""Bitrue""]";Paxos Standard Token;XRP
PAY/BTC;"[""Bittrex"",""HitBTC"",""Huobi"",""OKEx""]";TenX;Bitcoin
PAY/ETH;"[""Bittrex"",""Gate.io"",""Huobi""]";TenX;Ethereum
PAYP/USD;"[""Synthetic""]";PayPeer;US Dollar
PAY/USD;"[""Gate.io"",""OKEx""]";TenX;US Dollar
PAYX/BTC;"[""Mercatox""]";Paypex;Bitcoin
PAYX/ETH;"[""Mercatox""]";Paypex;Ethereum
PAYX/USD;"[""Synthetic""]";Paypex;US Dollar
PBT/BTC;"[""HitBTC""]";Primalbase Token;Bitcoin
PBT/USD;"[""Synthetic""]";Primalbase Token;US Dollar
PCL/BTC;"[""Hotbit""]";Peculium;Bitcoin
PCL/ETH;"[""Hotbit"",""IDEX""]";Peculium;Ethereum
PCN/DOGE;"[""C-Patex""]";PeepCoin;Dogecoin
PCN/USD;"[""Synthetic""]";PeepCoin;US Dollar
PCOIN/ETH;"[""Trade Satoshi""]";Pioneer Coin;Ethereum
PCOIN/USD;"[""Synthetic""]";Pioneer Coin;US Dollar
PCS/USD;"[""Synthetic""]";Pabyosi Coin...;US Dollar
PDC/USD;"[""Synthetic""]";Project Decorum;US Dollar
pDOTn/BTC;"[""DIGITAL CURRENCY""]"; Polkadot;Bitcoin
pDOTn/BTC;"[""Binance""]";Polkadot;Bitcoin
pDOTn/EUR;"[""Kraken""]"; Polkadot;Euro
pDOTn/TRY;"[""BTCTurk"",""Paribu""]"; Polkadot;Turkish Lira
pDOTn/USD;"[""Kraken""]"; Polkadot;US Dollar
pDOTn/USD;"[""Binance""]";Polkadot;US Dollar
PENG/USD;"[""Synthetic""]";Penguin Coin;US Dollar
PEX/BTC;"[""YoBit""]";PosEx;Bitcoin
PEXT/DOGE;"[""YoBit""]";Prime-Ex Perpetual;Dogecoin
PEXT/ETH;"[""YoBit""]";Prime-Ex Perpetual;Ethereum
PEXT/RUB;"[""YoBit""]";Prime-Ex Perpetual;Russian Ruble
PEXT/USD;"[""YoBit""]";Prime-Ex Perpetual;US Dollar
PEXT/WAVES;"[""YoBit""]";Prime-Ex Perpetual;Waves
PEX/USD;"[""Synthetic""]";PosEx;US Dollar
PGL/USD;"[""Synthetic""]";Prospectors Gold;US Dollar
PHB/BTC;"[""Binance""]";Red Pulse Phoenix;Bitcoin
PHO/LTC;"[""C-Patex""]";Photon;Litecoin
PHO/USD;"[""Synthetic""]";Photon;US Dollar
PHR/BTC;"[""Crex24""]";Phore;Bitcoin
PHR/USD;"[""Synthetic""]";Phore;US Dollar
PHX/BTC;"[""Huobi""]";Red Pulse Phoenix;Bitcoin
PHX/ETH;"[""HitBTC""]";Phoenix Global;Ethereum
PHX/EUR;"[""Synthetic""]";Red Pulse Phoenix;Euro
PHX/USD;"[""Synthetic""]";Red Pulse Phoenix;US Dollar
PI/ETH;"[""Bibox""]";PCHAIN;Ethereum
PIE/USD;"[""Synthetic""]";PIECoin;US Dollar
PIGGY/USD;"[""Synthetic""]";Piggycoin;US Dollar
PING/BTC;"[""Tidex"",""YoBit""]";CryptoPing;Bitcoin
PING/USD;"[""Synthetic""]";CryptoPing;US Dollar
PINK/BTC;"[""SouthXchange""]";Pinkcoin;Bitcoin
PINK/BTC;"[""Bittrex""]";PinkCoin;Bitcoin
PINK/USD;"[""Synthetic""]";Pinkcoin;US Dollar
PIRL/USD;"[""Synthetic""]";Pirl;US Dollar
PI/USD;"[""Bibox"",""Synthetic""]";PCHAIN;US Dollar
PIVX/BTC;"[""Binance"",""Bittrex"",""YoBit""]";PIVX;Bitcoin
PIVX/ETH;"[""Binance""]";PIVX;Ethereum
PIVX/USD;"[""Synthetic""]";PIVX;US Dollar
PIX/USD;"[""Synthetic""]";Lampix;US Dollar
PKB/BTC;"[""YoBit""]";ParkByte;Bitcoin
PKB/USD;"[""Synthetic""]";ParkByte;US Dollar
PKT/BTC;"[""HitBTC"",""Mercatox""]";Playkey;Bitcoin
PKT/ETH;"[""HitBTC"",""Mercatox""]";Playkey;Ethereum
PKT/USD;"[""Synthetic""]";Playkey;US Dollar
PLACO/USD;"[""Synthetic""]";PlayerCoin;US Dollar
PLA/USD;"[""ACX""]";Plair;US Dollar
PLBT/BTC;"[""HitBTC"",""YoBit""]";Polybius;Bitcoin
PLBT/USD;"[""Synthetic""]";Polybius;US Dollar
PLC/USD;"[""Synthetic""]";PlusCoin;US Dollar
PLNC/BTC;"[""YoBit""]";PLNcoin;Bitcoin
PLNC/USD;"[""Synthetic""]";PLNcoin;US Dollar
PLR/BTC;"[""HitBTC""]";Pillar;Bitcoin
PLR/ETH;"[""HitBTC""]";Pillar;Ethereum
PLR/USD;"[""HitBTC""]";Pillar;US Dollar
PLTC/BTC;"[""DigiFinex""]";PlatonCoin;Bitcoin
PLTC/ETH;"[""DigiFinex""]";PlatonCoin;Ethereum
PLTC/USD;"[""Synthetic""]";PlatonCoin;US Dollar
PLT/ETH;"[""Hotbit""]";Add.xyz;Ethereum
PLT/USD;"[""MXC""]";Add.xyz;US Dollar
PMA/BTC;"[""Bittrex"",""HitBTC"",""Upbit""]";PumaPay;Bitcoin
PMA/ETH;"[""HitBTC""]";PumaPay;Ethereum
PMA/USD;"[""HitBTC"",""Synthetic""]";PumaPay;US Dollar
PMNT/USD;"[""Synthetic""]";Paymon;US Dollar
PND/ETH;"[""Altilly""]";Pandacoin;Ethereum
PND/USD;"[""Synthetic""]";Pandacoin;US Dollar
PNK/ETH;"[""IDEX""]";Kleros;Ethereum
PNK/USD;"[""Synthetic""]";Kleros;US Dollar
POA/BTC;"[""Binance""]";POA Network;Bitcoin
POA/ETH;"[""HitBTC""]";POA;Ethereum
POA/USD;"[""Synthetic""]";POA Network;US Dollar
POE/BTC;"[""HitBTC""]";Po.et;Bitcoin
POE/ETH;"[""HitBTC""]";Po.et;Ethereum
POE/USD;"[""Synthetic""]";Po.et;US Dollar
POKE/USD;"[""Synthetic""]";PokeCoin;US Dollar
POLY/BTC;"[""Binance"",""Coinbene"",""Hotbit"",""Huobi""]";Polymath;Bitcoin
POLY/ETH;"[""Huobi"",""Kyber Network""]";Polymath;Ethereum
POLY/KRW;"[""Upbit""]";Polymath;Korean Won
POLY/USD;"[""Synthetic""]";Polymath;US Dollar
POLY/XRP;"[""Bitrue""]";Polymath;XRP
PONZI/BTC;"[""YoBit""]";PonziCoin;Bitcoin
PONZI/USD;"[""Synthetic""]";PonziCoin;US Dollar
POP/ETH;"[""Crex24""]";PopularCoin;Ethereum
POP/USD;"[""Synthetic""]";PopularCoin;US Dollar
POST/BTC;"[""YoBit""]";PostCoin;Bitcoin
POST/USD;"[""Synthetic""]";PostCoin;US Dollar
POS/USD;"[""Synthetic""]";PoSToken;US Dollar
POSW/BTC;"[""YoBit""]";PoSW Coin;Bitcoin
POSW/USD;"[""Synthetic""]";PoSW Coin;US Dollar
POT/BTC;"[""Bittrex""]";PotCoin;Bitcoin
POT/USD;"[""Synthetic""]";PotCoin;US Dollar
POWR/AUD;"[""BTC Markets""]";Power Ledger;Australian Dollar
POWR/BTC;"[""Binance"",""Bitrue"",""Bittrex"",""Huobi""]";Power Ledger;Bitcoin
POWR/ETH;"[""Binance"",""Bitrue"",""Bittrex"",""Huobi""]";Power Ledger;Ethereum
POWR/KRW;"[""Bithumb"",""Upbit""]";Power Ledger;Korean Won
POWR/USD;"[""Gate.io"",""Synthetic""]";Power Ledger;US Dollar
PPC/BTC;"[""Bittrex"",""HitBTC"",""YoBit""]";Peercoin;Bitcoin
PPC/USD;"[""HitBTC""]";Peercoin;US Dollar
PPP/BTC;"[""Liquid""]";PayPie;Bitcoin
PPP/ETH;"[""Liquid""]";PayPie;Ethereum
PPP/USD;"[""Synthetic""]";PayPie;US Dollar
PPT/BTC;"[""Binance"",""HitBTC"",""Kucoin"",""Mercatox""]";Populous;Bitcoin
